"ID","Tramite","Campaña","Numero_semanas_por_campaña","EMedia_Tramites_por_semana","EBaja_Tramites_por_semana","EAlta_Tramites_por_semana","EMedia_Tramites_por_campaña","EBaja_Tramites_por_campaña","EAlta_Tramites_por_campaña"
"SINALOA-DTO-3","ENTREGA_CPV","CAP_2021",13,225,185,527,2925,2405,6851
"SINALOA-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,470,174.5,1138,6110,2268.5,14794
"SINALOA-DTO-4","ENTREGA_CPV","CAP_2021",13,157,146,265,2041,1898,3445
"SINALOA-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,299,119.5,796.5,3887,1553.5,10354.5
"SINALOA-DTO-5","ENTREGA_CPV","CAP_2021",13,571,454.5,717.5,7423,5908.5,9327.5
"SINALOA-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,976,454,1293.5,12688,5902,16815.5
"SINALOA-DTO-6","ENTREGA_CPV","CAP_2021",13,339,283.5,544,4407,3685.5,7072
"SINALOA-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,521,292.5,1196.5,6773,3802.5,15554.5
"SINALOA-DTO-7","ENTREGA_CPV","CAP_2021",13,496,349.5,623.5,6448,4543.5,8105.5
"SINALOA-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,418,399,1231.5,5434,5187,16009.5
"SONORA-DTO-1","ENTREGA_CPV","CAP_2021",13,270,160.5,399.5,3510,2086.5,5193.5
"SONORA-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,227,156,1081.5,2951,2028,14059.5
"SONORA-DTO-2","ENTREGA_CPV","CAP_2021",13,433,220,611,5629,2860,7943
"SONORA-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,353,287,1443,4589,3731,18759
"SONORA-DTO-3","ENTREGA_CPV","CAP_2021",13,719,653,1193.5,9347,8489,15515.5
"SONORA-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,1103,694,1649.5,14339,9022,21443.5
"SONORA-DTO-4","ENTREGA_CPV","CAP_2021",13,177,103,268,2301,1339,3484
"SONORA-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,173,106.5,630.5,2249,1384.5,8196.5
"SONORA-DTO-5","ENTREGA_CPV","CAP_2021",13,163,115.5,198.5,2119,1501.5,2580.5
"SONORA-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,281,163.5,467,3653,2125.5,6071
"SONORA-DTO-6","ENTREGA_CPV","CAP_2021",13,488,407,745,6344,5291,9685
"SONORA-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,926,420,1168.5,12038,5460,15190.5
"SONORA-DTO-7","ENTREGA_CPV","CAP_2021",13,311,201,384,4043,2613,4992
"SONORA-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,368,251,639.5,4784,3263,8313.5
"TABASCO-DTO-1","ENTREGA_CPV","CAP_2021",13,340,186.5,390,4420,2424.5,5070
"TABASCO-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,281,259.5,561.5,3653,3373.5,7299.5
"TABASCO-DTO-2","ENTREGA_CPV","CAP_2021",13,426,227.5,480.5,5538,2957.5,6246.5
"TABASCO-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,410,297.5,964.5,5330,3867.5,12538.5
"TABASCO-DTO-3","ENTREGA_CPV","CAP_2021",13,396,256.5,512.5,5148,3334.5,6662.5
"TABASCO-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,472,351,649.5,6136,4563,8443.5
"TABASCO-DTO-4","ENTREGA_CPV","CAP_2021",13,781,505.5,862.5,10153,6571.5,11212.5
"TABASCO-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,774,621.5,1112,10062,8079.5,14456
"TABASCO-DTO-5","ENTREGA_CPV","CAP_2021",13,127,85,142.5,1651,1105,1852.5
"TABASCO-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,121,92.5,305.5,1573,1202.5,3971.5
"TABASCO-DTO-6","ENTREGA_CPV","CAP_2021",13,444,290,513.5,5772,3770,6675.5
"TABASCO-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,440,397,825,5720,5161,10725
"TAMAULIPAS-DTO-1","ENTREGA_CPV","CAP_2021",13,418,241,642.5,5434,3133,8352.5
"TAMAULIPAS-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,498,370,1256,6474,4810,16328
"TAMAULIPAS-DTO-2","ENTREGA_CPV","CAP_2021",13,376,311,685,4888,4043,8905
"TAMAULIPAS-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,949,276.5,1382,12337,3594.5,17966
"TAMAULIPAS-DTO-3","ENTREGA_CPV","CAP_2021",13,94,42.5,100.5,1222,552.5,1306.5
"TAMAULIPAS-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,177,73,471.5,2301,949,6129.5
"TAMAULIPAS-DTO-4","ENTREGA_CPV","CAP_2021",13,368,242,790,4784,3146,10270
"TAMAULIPAS-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,774,332.5,1592,10062,4322.5,20696
"TAMAULIPAS-DTO-5","ENTREGA_CPV","CAP_2021",13,367,254,463,4771,3302,6019
"TAMAULIPAS-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,425,320,1010.5,5525,4160,13136.5
"TAMAULIPAS-DTO-6","ENTREGA_CPV","CAP_2021",13,115,89,184,1495,1157,2392
"TAMAULIPAS-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,196,123.5,451,2548,1605.5,5863
"TAMAULIPAS-DTO-7","ENTREGA_CPV","CAP_2021",13,494,474,707,6422,6162,9191
"TAMAULIPAS-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,853,412.5,1246,11089,5362.5,16198
"TAMAULIPAS-DTO-8","ENTREGA_CPV","CAP_2021",13,320,222.5,439,4160,2892.5,5707
"TAMAULIPAS-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,300,289.5,938.5,3900,3763.5,12200.5
"TAMAULIPAS-DTO-9","ENTREGA_CPV","CAP_2021",13,157,114,422,2041,1482,5486
"TAMAULIPAS-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,606,125.5,836,7878,1631.5,10868
"TLAXCALA-DTO-1","ENTREGA_CPV","CAP_2021",13,369,142,539.5,4797,1846,7013.5
"TLAXCALA-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,361,264,1278.5,4693,3432,16620.5
"TLAXCALA-DTO-2","ENTREGA_CPV","CAP_2021",13,597,419,738.5,7761,5447,9600.5
"TLAXCALA-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,667,533,1223.5,8671,6929,15905.5
"TLAXCALA-DTO-3","ENTREGA_CPV","CAP_2021",13,248,206,356.5,3224,2678,4634.5
"TLAXCALA-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,418,223.5,727,5434,2905.5,9451
"VERACRUZ-DTO-1","ENTREGA_CPV","CAP_2021",13,68,42.5,91.5,884,552.5,1189.5
"VERACRUZ-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,71,47,411.5,923,611,5349.5
"VERACRUZ-DTO-10","ENTREGA_CPV","CAP_2021",13,457,437.5,720.5,5941,5687.5,9366.5
"VERACRUZ-DTO-10","TOTAL_SOLICITUDES","CAP_2021",13,703,472.5,1105,9139,6142.5,14365
"VERACRUZ-DTO-11","ENTREGA_CPV","CAP_2021",13,386,278.5,482,5018,3620.5,6266
"VERACRUZ-DTO-11","TOTAL_SOLICITUDES","CAP_2021",13,355,318.5,1008.5,4615,4140.5,13110.5
"VERACRUZ-DTO-12","ENTREGA_CPV","CAP_2021",13,607,406,847.5,7891,5278,11017.5
"VERACRUZ-DTO-12","TOTAL_SOLICITUDES","CAP_2021",13,624,490.5,1481.5,8112,6376.5,19259.5
"VERACRUZ-DTO-13","ENTREGA_CPV","CAP_2021",13,167,149.5,263,2171,1943.5,3419
"VERACRUZ-DTO-13","TOTAL_SOLICITUDES","CAP_2021",13,303,119.5,822.5,3939,1553.5,10692.5
"VERACRUZ-DTO-14","ENTREGA_CPV","CAP_2021",13,184,155,290.5,2392,2015,3776.5
"VERACRUZ-DTO-14","TOTAL_SOLICITUDES","CAP_2021",13,268,150,733.5,3484,1950,9535.5
"VERACRUZ-DTO-15","ENTREGA_CPV","CAP_2021",13,383,273.5,564,4979,3555.5,7332
"VERACRUZ-DTO-15","TOTAL_SOLICITUDES","CAP_2021",13,448,352,1098,5824,4576,14274
"VERACRUZ-DTO-16","ENTREGA_CPV","CAP_2021",13,296,249,535,3848,3237,6955
"VERACRUZ-DTO-16","TOTAL_SOLICITUDES","CAP_2021",13,435,292,1038.5,5655,3796,13500.5
"VERACRUZ-DTO-17","ENTREGA_CPV","CAP_2021",13,168,118,242,2184,1534,3146
"VERACRUZ-DTO-17","TOTAL_SOLICITUDES","CAP_2021",13,249,138,835,3237,1794,10855
"VERACRUZ-DTO-18","ENTREGA_CPV","CAP_2021",13,41,27,87.5,533,351,1137.5
"VERACRUZ-DTO-18","TOTAL_SOLICITUDES","CAP_2021",13,71,40.5,495,923,526.5,6435
"VERACRUZ-DTO-19","ENTREGA_CPV","CAP_2021",13,164,124,271,2132,1612,3523
"VERACRUZ-DTO-19","TOTAL_SOLICITUDES","CAP_2021",13,262,158.5,713.5,3406,2060.5,9275.5
"VERACRUZ-DTO-2","ENTREGA_CPV","CAP_2021",13,75,11.5,120,975,149.5,1560
"VERACRUZ-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,85,36.5,487.5,1105,474.5,6337.5
"VERACRUZ-DTO-20","ENTREGA_CPV","CAP_2021",13,232,98.5,245,3016,1280.5,3185
"VERACRUZ-DTO-20","TOTAL_SOLICITUDES","CAP_2021",13,197,114,742,2561,1482,9646
"VERACRUZ-DTO-3","ENTREGA_CPV","CAP_2021",13,217,176.5,356.5,2821,2294.5,4634.5
"VERACRUZ-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,286,198,953,3718,2574,12389
"VERACRUZ-DTO-4","ENTREGA_CPV","CAP_2021",13,292,187.5,379,3796,2437.5,4927
"VERACRUZ-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,269,202.5,727,3497,2632.5,9451
"VERACRUZ-DTO-5","ENTREGA_CPV","CAP_2021",13,263,211,426.5,3419,2743,5544.5
"VERACRUZ-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,429,265,748,5577,3445,9724
"VERACRUZ-DTO-6","ENTREGA_CPV","CAP_2021",13,133,104,167.5,1729,1352,2177.5
"VERACRUZ-DTO-6","TOTAL_SOLICITUDES","CAP_2021",13,169,108.5,546.5,2197,1410.5,7104.5
"VERACRUZ-DTO-7","ENTREGA_CPV","CAP_2021",13,209,147,290,2717,1911,3770
"VERACRUZ-DTO-7","TOTAL_SOLICITUDES","CAP_2021",13,258,167,756.5,3354,2171,9834.5
"VERACRUZ-DTO-8","ENTREGA_CPV","CAP_2021",13,219,195.5,330.5,2847,2541.5,4296.5
"VERACRUZ-DTO-8","TOTAL_SOLICITUDES","CAP_2021",13,348,199.5,934,4524,2593.5,12142
"VERACRUZ-DTO-9","ENTREGA_CPV","CAP_2021",13,176,170,308,2288,2210,4004
"VERACRUZ-DTO-9","TOTAL_SOLICITUDES","CAP_2021",13,296,166,850.5,3848,2158,11056.5
"YUCATAN-DTO-1","ENTREGA_CPV","CAP_2021",13,137,89.5,233,1781,1163.5,3029
"YUCATAN-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,196,171.5,713.5,2548,2229.5,9275.5
"YUCATAN-DTO-2","ENTREGA_CPV","CAP_2021",13,58,53,106,754,689,1378
"YUCATAN-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,77,66.5,494.5,1001,864.5,6428.5
"YUCATAN-DTO-3","ENTREGA_CPV","CAP_2021",13,1033,781,1696,13429,10153,22048
"YUCATAN-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,1527,1003.5,2172.5,19851,13045.5,28242.5
"YUCATAN-DTO-4","ENTREGA_CPV","CAP_2021",13,346,184,514,4498,2392,6682
"YUCATAN-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,444,214.5,724.5,5772,2788.5,9418.5
"YUCATAN-DTO-5","ENTREGA_CPV","CAP_2021",13,133,13,159.5,1729,169,2073.5
"YUCATAN-DTO-5","TOTAL_SOLICITUDES","CAP_2021",13,156,146.5,694,2028,1904.5,9022
"ZACATECAS-DTO-1","ENTREGA_CPV","CAP_2021",13,181,100.5,291.5,2353,1306.5,3789.5
"ZACATECAS-DTO-1","TOTAL_SOLICITUDES","CAP_2021",13,341,148.5,861,4433,1930.5,11193
"ZACATECAS-DTO-2","ENTREGA_CPV","CAP_2021",13,81,48.5,238,1053,630.5,3094
"ZACATECAS-DTO-2","TOTAL_SOLICITUDES","CAP_2021",13,259,55,929,3367,715,12077
"ZACATECAS-DTO-3","ENTREGA_CPV","CAP_2021",13,221,197.5,415,2873,2567.5,5395
"ZACATECAS-DTO-3","TOTAL_SOLICITUDES","CAP_2021",13,537,177.5,893,6981,2307.5,11609
"ZACATECAS-DTO-4","ENTREGA_CPV","CAP_2021",13,211,174.5,380.5,2743,2268.5,4946.5
"ZACATECAS-DTO-4","TOTAL_SOLICITUDES","CAP_2021",13,413,211,1036,5369,2743,13468
